Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,SYN Flag Count,ACK Flag Count,FIN Flag Count,PSH Flag Count,RST Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Source IP,Destination IP,Label
21,6,2017-07-06 01:43:32.168994,538,1,0,0,0,0.0,0.0,0.13,0.06,0.0,1858.03,538.2,152.12,0,40,0.0,24.71,2,1,1,0,0,0,0,0.0,-1,235,192.168.13.67,10.0.2.32,PortScan
139,6,2017-07-05 20:18:58.796708,88,3,0,0,0,0.14,0.07,0.91,0.2,4617.45,33755.51,29.62,32.99,0,41,0.14,6.02,2,1,0,0,1,0,0,0.14,512,229,192.168.17.164,10.0.1.42,PortScan
443,6,2017-07-05 08:59:11.594991,3432266,24,22,7923,9937,330.13,60.59,451.68,69.93,5203.61,13.4,74614.5,50394.73,330,492,388.26,73.64,2,13,1,9,0,0,1,388.26,512,-1,192.168.10.125,10.0.2.196,BENIGN
53,6,2017-07-06 06:59:36.027146,2778469,15,33,536,8609,35.76,4.39,260.89,108.12,3291.61,17.28,57884.79,21187.72,36,301,190.53,124.32,2,1,2,0,1,1,2,190.53,8192,65535,192.168.8.250,10.0.0.110,BENIGN
8080,6,2017-07-05 08:14:47.476761,255689,17,17,2701,0,158.85,28.13,0.0,0.0,10561.69,132.97,7520.29,8492.77,0,199,79.43,85.74,2,6,2,4,0,0,1,79.43,-1,26883,192.168.4.87,10.0.0.104,WebAttack
443,6,2017-07-05 21:43:42.970896,157938,16,0,4348,0,271.77,105.81,895.73,202.46,27531.33,101.31,9871.14,13682.52,272,936,271.77,326.08,2,5,2,1,0,1,0,271.77,29200,229,192.168.1.233,10.0.3.45,BENIGN
3389,6,2017-07-05 13:13:10.942365,959401,20,8,2047,172,102.37,32.25,21.52,6.48,2313.5,29.18,34264.35,21526.98,22,142,79.27,40.9,1,9,2,5,0,1,0,79.27,1024,65535,192.168.2.184,10.0.1.194,BruteForce
443,6,2017-07-05 10:27:24.608815,1942441,21,0,1741,0,82.9,11.72,489.26,239.9,896.23,10.81,92497.24,93093.7,83,529,82.9,215.39,3,13,0,8,0,1,0,82.9,1024,26883,192.168.9.44,10.0.4.134,BENIGN
80,6,2017-07-05 17:57:20.295462,1609524,302,11,106666,0,353.2,45.73,0.0,0.0,66271.65,194.47,5142.25,2066.51,0,393,340.79,199.43,0,13,0,22,2,1,0,340.79,512,229,192.168.8.46,10.0.1.239,DoS
22,17,2017-07-05 13:50:31.362852,2957851,40,0,6939,0,173.47,72.46,203.05,27.67,2345.83,13.52,73946.29,84915.19,173,243,173.47,37.12,1,9,1,6,0,1,0,173.47,29200,229,192.168.8.159,10.0.4.128,BENIGN
8080,6,2017-07-05 17:06:36.071829,1914659,133,0,33461,0,251.58,54.77,49.01,5.8,17476.01,69.46,14395.94,9990.89,49,292,251.58,106.31,4,6,0,37,0,1,0,251.58,512,65535,192.168.6.143,10.0.0.12,DoS
443,17,2017-07-05 17:48:15.634567,1943179,20,22,2931,12424,146.57,41.53,564.73,223.93,7902.16,21.61,46266.17,34418.4,147,605,365.6,224.36,1,0,1,11,1,0,1,365.6,512,235,192.168.12.84,10.0.1.187,BENIGN
993,6,2017-07-05 19:34:32.496102,13723777,14,32,3214,23104,229.55,82.57,722.01,180.42,1917.69,3.35,298342.98,63322.9,230,762,572.13,263.59,1,4,0,9,0,0,2,572.13,512,229,192.168.11.164,10.0.1.87,BENIGN
22,6,2017-07-05 22:06:27.095710,5826047,14,0,0,0,0.0,0.0,1382.86,445.94,0.0,2.4,416146.23,514312.72,0,1423,0.0,712.3,0,12,1,6,1,0,0,0.0,512,65535,192.168.17.163,10.0.3.225,BENIGN
993,17,2017-07-05 13:48:21.294784,1091804,16,10,3295,9403,205.92,101.34,940.28,455.76,11629.76,23.81,41992.47,48277.91,206,980,488.36,376.75,2,16,3,0,1,1,1,488.36,-1,229,192.168.4.137,10.0.2.96,BENIGN
443,6,2017-07-05 23:30:08.362313,5821876,16,30,652,10783,40.77,14.52,359.42,106.19,1964.15,7.9,126562.54,152545.65,41,399,248.59,171.78,2,9,2,8,0,0,2,248.59,1024,65535,192.168.2.243,10.0.1.35,BENIGN
22,17,2017-07-05 17:03:17.583451,282,3,0,3,0,0.95,0.31,0.0,0.0,10073.15,10602.12,94.32,121.41,0,41,0.95,15.21,2,0,2,0,1,1,0,0.95,1024,65535,192.168.15.117,10.0.4.121,PortScan
8080,6,2017-07-05 17:53:29.978109,783396,12,7,2458,244,204.87,67.61,34.82,9.27,3449.31,24.25,41231.41,16167.36,35,245,142.22,87.62,1,105,0,57,1,1,1,142.22,1024,-1,192.168.12.168,10.0.0.216,DoS
993,6,2017-07-05 18:05:17.808608,3976821,15,11,1823,0,121.57,44.97,0.0,0.0,458.53,6.54,152954.66,167497.24,0,162,70.13,81.37,0,12,1,0,1,0,1,70.13,-1,65535,192.168.14.115,10.0.3.181,BENIGN
49512,6,2017-07-06 00:02:45.672980,18385119,1,3,152,31,151.71,41.17,10.24,4.81,9.92,0.22,4596279.76,,10,192,45.61,86.26,0,13,0,3,3,0,3,45.61,8192,229,192.168.15.204,10.0.1.86,Botnet
135,6,2017-07-05 10:42:41.952092,223,2,1,0,0,0.0,0.0,0.29,0.07,1289.96,13401.14,74.62,58.92,0,40,0.1,21.5,2,0,0,0,0,0,0,0.1,1024,65535,192.168.6.234,10.0.4.241,PortScan
21,6,2017-07-06 04:59:11.574537,401565,15,12,1053,1476,70.23,13.31,122.99,51.56,6298.7,67.24,14872.81,12982.17,70,163,93.68,27.04,1,9,2,10,1,0,1,93.68,512,-1,192.168.8.21,10.0.0.101,BruteForce
80,17,2017-07-05 19:33:13.552727,1,13,0,141,0,10.81,2.54,1113.13,394.45,140579942.26,13000000.0,0.08,0.03,11,1153,10.81,565.5,1,7,2,0,0,0,0,10.81,-1,26883,192.168.17.136,10.0.2.92,BENIGN
25,6,2017-07-05 17:37:01.374216,4454769,1,31,128,26042,127.76,15.23,840.07,146.71,5874.61,7.18,139211.55,69751.62,128,880,817.81,379.22,2,32,2,0,0,0,31,817.81,8192,229,192.168.2.208,10.0.3.178,BENIGN
25,6,2017-07-06 05:53:03.537711,1,1,13,185,9806,185.07,69.25,754.33,78.42,9991315791.37,14000000.0,0.07,,185,794,713.67,287.51,2,4,2,9,0,1,13,713.67,29200,-1,192.168.11.162,10.0.1.137,BENIGN
993,6,2017-07-05 15:08:05.019096,2987710,8,28,2257,20592,282.12,65.82,735.42,79.51,7647.55,12.05,82991.96,31309.37,282,775,634.69,236.19,1,22,2,3,1,1,4,634.69,65535,65535,192.168.6.121,10.0.4.14,BENIGN
8080,6,2017-07-05 16:16:45.318760,1033007,17,17,5472,16737,321.9,118.9,984.52,436.82,21499.41,32.91,30382.58,41735.49,322,1025,653.21,346.61,0,10,2,5,0,0,1,653.21,8192,229,192.168.2.101,10.0.2.100,WebAttack
8080,17,2017-07-06 05:59:36.489643,3789748,34,16,11970,13979,352.05,117.51,873.7,239.83,6847.18,13.19,75794.97,63265.4,352,914,518.98,271.75,1,2,0,12,0,0,0,518.98,65535,65535,192.168.2.87,10.0.0.196,BENIGN
22,6,2017-07-05 09:15:50.087268,3242447,18,0,858,0,47.67,6.03,1345.56,433.8,264.63,5.55,180136.0,166352.18,48,1386,47.67,654.35,0,0,1,0,0,1,0,47.67,65535,26883,192.168.17.21,10.0.4.145,BENIGN
25,6,2017-07-05 11:57:22.940706,5933675,1,11,181,3220,180.63,45.51,292.72,67.82,573.09,2.02,494472.94,155530.18,181,333,283.38,63.7,2,0,1,10,0,1,11,283.38,65535,229,192.168.18.153,10.0.1.102,BENIGN
443,6,2017-07-06 05:32:29.513519,1636710,31,17,1795,16874,57.91,26.29,992.56,156.02,11406.3,29.33,34098.14,35560.69,58,1033,388.93,475.87,1,18,0,0,0,1,1,388.93,512,-1,192.168.15.239,10.0.2.212,BENIGN
3306,6,2017-07-05 13:24:26.845629,1677742,26,7,5362,304,206.24,102.44,43.49,11.91,3377.57,19.67,50840.68,53326.34,43,246,171.72,103.06,2,0,0,0,0,1,0,171.72,65535,26883,192.168.8.40,10.0.0.157,BENIGN
80,17,2017-07-05 11:39:25.548945,4005998,6,7,2449,0,408.13,115.72,0.0,0.0,611.28,3.25,308153.7,415670.5,0,448,188.37,221.78,2,38,2,4,0,1,1,188.37,1024,26883,192.168.7.76,10.0.3.39,BENIGN
3306,6,2017-07-05 19:28:21.641128,5534196,19,10,961,3180,50.58,23.54,318.0,74.82,748.26,5.24,190834.38,88829.18,51,358,142.79,135.74,0,14,0,0,1,0,1,142.79,8192,-1,192.168.8.232,10.0.2.128,BENIGN
443,17,2017-07-06 07:53:18.778300,890035,142,2,44856,183,315.89,35.85,91.51,31.14,50603.98,161.79,6180.8,6898.61,92,356,312.77,134.02,3,68,0,65,1,1,0,312.77,512,26883,192.168.13.241,10.0.3.53,DoS
8080,6,2017-07-05 20:04:13.513276,1685670,15,8,7006,5385,467.06,51.45,673.1,90.28,7350.56,13.64,73290.03,69589.86,467,713,538.72,121.2,1,14,2,8,1,1,1,538.72,1024,229,192.168.15.197,10.0.4.252,WebAttack
445,6,2017-07-05 13:56:38.644396,1,2,0,4,0,2.12,0.44,0.0,0.0,4234621.56,2000000.0,0.5,0.58,0,42,2.12,2.85,2,1,0,0,1,1,0,2.12,65535,229,192.168.14.190,10.0.4.148,PortScan
3389,6,2017-07-06 04:26:06.073384,259090,13,11,934,1643,71.85,20.87,149.38,41.24,9947.19,92.63,10795.42,3714.62,72,189,107.38,45.42,4,25,1,1,1,0,1,107.38,29200,229,192.168.2.162,10.0.2.68,BruteForce
8080,17,2017-07-05 21:07:57.960650,4542879,1,8,139,4089,138.71,42.81,511.14,168.68,930.64,1.98,504764.43,163354.03,139,551,469.76,199.1,0,7,1,4,2,0,8,469.76,1024,229,192.168.3.189,10.0.1.154,BENIGN
8080,6,2017-07-05 17:08:09.759898,1799270,1,0,160,0,160.21,69.53,574.53,145.31,89.04,0.56,1799270.97,2660577.56,160,615,160.21,223.81,2,20,2,5,0,1,0,160.21,1024,235,192.168.3.172,10.0.4.167,BENIGN
80,6,2017-07-05 17:30:12.732845,2551,333,0,21522,0,64.63,13.13,0.0,0.0,8435647.32,130519.04,7.66,2.9,0,105,64.63,54.49,334,6,0,0,0,0,0,64.63,29200,-1,192.168.11.46,10.0.2.233,DDoS
80,6,2017-07-05 12:34:48.112369,6612468,12,10,3031,4063,252.57,84.83,406.25,156.37,1072.73,3.33,300566.74,254441.36,253,446,322.43,95.84,2,14,1,0,0,0,1,322.43,8192,26883,192.168.9.114,10.0.2.239,BENIGN
53,6,2017-07-06 01:26:39.293252,1,28,25,5901,25200,210.74,63.89,1008.01,247.71,31100869637.82,53000000.0,0.02,0.01,211,1048,586.81,404.7,1,20,2,0,0,0,1,586.81,8192,26883,192.168.8.144,10.0.3.194,BENIGN
3306,17,2017-07-06 06:18:17.913091,1,1,1,0,1,0.0,0.0,0.67,0.31,666796.37,2000000.0,0.5,0.13,0,41,0.33,17.93,3,0,0,0,1,1,1,0.33,512,235,192.168.3.184,10.0.3.190,PortScan
80,17,2017-07-05 10:53:25.059141,1,275,0,15107,0,54.94,25.99,1.58,0.3,15107170899.23,275000000.0,0.0,0.0,2,95,54.94,34.83,591,11,0,1,0,0,0,54.94,-1,65535,192.168.6.100,10.0.4.165,DDoS
443,6,2017-07-06 02:26:54.558657,1992451,32,16,4161,23712,130.04,22.68,1482.03,366.91,13989.59,24.09,41509.4,40531.88,130,1522,580.7,690.13,2,15,2,3,0,0,0,580.7,512,65535,192.168.19.127,10.0.4.152,BENIGN
3306,6,2017-07-06 02:49:41.056408,5814249,39,16,0,10694,0.0,0.0,668.37,230.62,1839.26,9.46,105713.63,40410.21,0,708,194.44,339.53,0,0,3,5,0,0,0,194.44,-1,65535,192.168.5.235,10.0.1.184,BENIGN
25,6,2017-07-05 21:26:39.373211,276,3,0,6,0,2.08,0.62,0.0,0.0,22654.64,10866.92,92.02,36.07,0,42,2.08,15.05,3,1,0,0,1,0,0,2.08,512,26883,192.168.5.229,10.0.0.2,PortScan
25,6,2017-07-05 19:11:43.640832,3167985,34,23,1112,21086,32.69,14.15,916.79,416.85,7006.89,17.99,55578.69,63298.78,33,957,389.43,453.16,0,27,1,10,0,0,1,389.43,-1,26883,192.168.17.131,10.0.3.110,BENIGN
21,17,2017-07-05 13:38:09.416491,538557,11,13,470,1213,42.72,12.08,93.29,34.34,3124.39,44.56,22439.91,16245.97,43,133,70.11,28.17,2,22,2,13,0,1,1,70.11,65535,235,192.168.11.181,10.0.4.150,BruteForce
22,6,2017-07-06 06:57:16.464214,5497601,20,13,2630,18756,131.52,32.0,1442.79,479.19,3890.2,6.0,166594.0,229469.87,132,1483,648.08,669.12,0,10,1,11,1,1,1,648.08,8192,235,192.168.19.4,10.0.2.50,BENIGN
1433,17,2017-07-05 12:28:36.864246,297,1,0,2,0,1.58,0.24,1.68,0.48,5323.24,3359.24,297.69,224.11,2,42,1.58,13.21,2,0,1,0,0,1,0,1.58,65535,65535,192.168.11.59,10.0.0.174,PortScan
53,17,2017-07-05 16:16:35.436353,1,5,12,809,2430,161.89,50.87,202.52,86.21,3239676189.81,17000000.0,0.06,0.05,162,243,190.57,32.36,1,3,1,0,0,0,2,190.57,1024,26883,192.168.16.20,10.0.1.112,Botnet
25,6,2017-07-05 16:46:16.852579,1587550,2,26,495,10609,247.47,29.71,408.02,167.26,6994.08,17.64,56698.22,30087.94,247,448,396.55,100.05,0,23,3,4,0,0,13,396.55,29200,235,192.168.1.191,10.0.0.74,BENIGN
8080,6,2017-07-05 15:56:29.146763,1,7,18,2626,0,375.18,166.9,0.0,0.0,2626269790.71,25000000.0,0.04,0.02,0,415,105.05,188.07,1,17,0,4,0,1,3,105.05,29200,229,192.168.7.141,10.0.3.168,WebAttack
25,17,2017-07-06 02:57:49.717651,71,2,0,1,0,0.35,0.13,0.0,0.0,9918.69,28153.76,35.52,9.6,0,40,0.35,12.04,1,1,1,0,2,0,0,0.35,1024,229,192.168.1.193,10.0.0.193,PortScan
443,6,2017-07-05 16:59:44.255490,4544294,27,12,2128,9736,78.82,19.5,811.33,263.99,2610.76,8.58,116520.36,114718.4,79,851,304.21,374.31,1,17,0,6,0,0,0,304.21,1024,26883,192.168.6.129,10.0.0.37,BENIGN
3306,6,2017-07-05 22:57:01.237760,7817266,26,14,0,9946,0.0,0.0,710.43,313.8,1272.31,5.12,195431.66,213899.24,0,750,248.65,374.48,2,15,1,9,0,0,1,248.65,29200,26883,192.168.8.102,10.0.2.64,BENIGN
443,6,2017-07-06 06:04:51.320768,8141626,35,4,5193,4688,148.37,56.97,1171.99,407.0,1213.63,4.79,208759.66,222407.26,148,1212,253.36,519.47,1,28,1,1,1,1,0,253.36,-1,26883,192.168.6.89,10.0.3.79,BENIGN
22,6,2017-07-05 15:40:29.979342,5907530,21,21,5638,30760,268.48,84.11,1464.75,608.06,6161.24,7.11,140655.48,147535.23,268,1505,866.61,601.86,1,21,0,12,1,0,1,866.61,29200,26883,192.168.6.98,10.0.2.187,BENIGN
3306,6,2017-07-06 02:24:40.877880,8507066,19,21,614,31450,32.31,13.63,1497.61,646.98,3769.08,4.7,212676.66,302590.99,32,1538,801.59,746.41,0,5,0,6,0,0,1,801.59,29200,-1,192.168.13.70,10.0.1.58,BENIGN
53,6,2017-07-05 16:01:43.033087,3729042,3,28,557,32374,185.82,49.27,1156.21,476.54,8831.05,8.31,120291.71,66117.83,186,1196,1062.3,491.67,3,11,0,0,1,1,9,1062.3,65535,65535,192.168.18.239,10.0.4.233,BENIGN
3306,17,2017-07-05 15:59:13.587811,199,2,1,0,0,0.0,0.0,0.0,0.0,0.0,15047.26,66.46,28.55,0,40,0.0,17.31,3,0,1,0,0,0,0,0.0,-1,235,192.168.8.55,10.0.2.247,PortScan
8080,6,2017-07-05 11:52:38.338400,1,13,29,1685,43104,129.58,16.25,1486.35,630.51,44788779449.07,42000000.0,0.02,0.01,130,1526,1066.4,703.03,0,14,1,4,0,1,2,1066.4,8192,26883,192.168.6.200,10.0.0.60,BENIGN
53,6,2017-07-05 09:30:20.915949,2623478,41,30,2537,34643,61.88,8.74,1154.76,286.22,14171.93,27.06,36950.4,50641.18,62,1195,523.66,564.63,2,8,2,7,1,1,1,523.66,1024,229,192.168.19.13,10.0.4.186,BENIGN
80,6,2017-07-06 02:10:27.811478,1979110,147,12,30983,0,210.77,81.79,0.0,0.0,15655.19,80.34,12447.23,10808.03,0,251,194.86,119.12,6,146,0,67,3,1,0,194.86,512,-1,192.168.6.91,10.0.3.181,DoS
3306,6,2017-07-05 12:03:32.740691,69,2,0,0,0,0.0,0.0,0.0,0.0,0.0,28903.77,34.6,45.38,0,40,0.0,1.13,2,0,0,2,0,1,0,0.0,512,229,192.168.7.172,10.0.0.68,PortScan
993,6,2017-07-05 15:57:21.290024,5044609,5,31,2001,1430,400.28,117.77,46.12,7.96,680.18,7.14,140128.03,126367.31,46,440,95.31,189.12,2,9,0,8,0,1,6,95.31,1024,-1,192.168.11.9,10.0.2.193,BENIGN
8080,6,2017-07-06 00:51:32.747794,1476,918,0,61296,0,66.77,31.8,0.42,0.05,41510706.58,621687.36,1.61,1.25,0,107,66.77,49.82,542,2,0,0,3,1,0,66.77,29200,229,192.168.4.24,10.0.1.194,DDoS
22,17,2017-07-06 07:27:12.030990,2986276,35,33,9933,8566,283.81,70.56,259.58,51.25,6194.8,22.77,43915.83,46307.32,260,324,272.05,22.11,1,27,2,6,0,1,1,272.05,65535,26883,192.168.4.25,10.0.0.120,BENIGN
5900,6,2017-07-06 07:33:49.421781,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,1.0,0.63,0,40,0.0,23.51,1,0,0,0,2,0,0,0.0,1024,26883,192.168.12.251,10.0.4.215,PortScan
80,6,2017-07-06 02:01:12.181736,3200245,30,28,3347,26533,111.58,41.94,947.59,211.43,9336.75,18.12,55176.64,68839.39,112,988,515.17,419.01,2,18,0,4,0,1,1,515.17,1024,26883,192.168.18.189,10.0.2.189,BENIGN
443,17,2017-07-05 14:20:35.364611,3717954,26,5,5969,6244,229.59,36.51,1248.89,621.31,3285.07,8.34,119934.02,38016.04,230,1289,393.99,534.45,0,14,1,2,0,0,0,393.99,1024,229,192.168.18.167,10.0.3.103,BENIGN
25,6,2017-07-06 01:34:39.630871,2792707,16,30,4396,6034,274.72,68.15,201.13,29.46,3734.51,16.47,60711.03,45777.58,201,315,226.73,46.37,4,13,3,1,0,1,2,226.73,-1,-1,192.168.11.189,10.0.3.84,BENIGN
80,6,2017-07-06 05:53:03.765036,1859122,21,27,4938,0,235.14,56.5,0.0,0.0,2656.07,25.82,38731.72,57740.44,0,275,102.87,127.55,2,0,2,9,1,1,1,102.87,65535,235,192.168.15.39,10.0.4.108,BENIGN
3306,17,2017-07-06 06:38:34.064677,1,31,29,7404,34679,238.84,54.59,1195.82,329.09,42082714798.68,60000000.0,0.02,0.01,239,1236,701.38,481.91,0,4,1,15,1,1,1,701.38,512,26883,192.168.10.230,10.0.4.58,BENIGN
8080,6,2017-07-05 19:32:35.269084,1476113,171,0,15411,0,90.13,19.95,71.66,17.61,10440.58,115.84,8632.24,6886.82,72,130,90.13,31.47,0,69,2,109,0,0,0,90.13,1024,235,192.168.12.127,10.0.1.39,DoS
993,6,2017-07-05 13:09:51.364505,8714007,15,33,4357,18932,290.45,89.2,573.71,108.16,2672.61,5.51,181541.82,65635.56,290,614,485.19,142.9,0,22,1,2,0,0,2,485.19,29200,65535,192.168.16.134,10.0.2.181,BENIGN
1433,6,2017-07-06 05:54:38.099822,29,1,1,0,0,0.0,0.0,0.0,0.0,0.0,67094.47,14.9,21.52,0,40,0.0,22.37,4,0,1,0,0,1,1,0.0,65535,26883,192.168.14.184,10.0.1.135,PortScan
53,6,2017-07-05 23:10:52.390211,8333031,10,5,3403,2940,340.33,131.9,588.04,254.92,761.25,1.8,555535.41,648556.84,340,628,422.9,131.36,2,12,2,5,1,1,0,422.9,65535,-1,192.168.12.57,10.0.0.197,BENIGN
4444,6,2017-07-05 20:52:30.429488,29841979,12,187,2193,256350,182.75,37.26,1370.85,193.33,8663.73,6.67,149959.7,73262.79,183,1411,1299.21,610.03,2,124,0,212,1,0,16,1299.21,29200,26883,192.168.17.207,10.0.3.19,Infiltration
443,6,2017-07-05 18:55:58.808465,1287732,13,0,4501,0,346.24,104.67,1475.71,566.38,3495.39,10.1,99056.35,141292.76,346,1516,346.24,580.24,1,19,2,1,0,0,0,346.24,8192,-1,192.168.9.92,10.0.0.89,BENIGN
80,6,2017-07-06 00:45:06.274356,7918,94,4,3734,1,39.73,13.36,0.34,0.11,471769.41,12375.82,80.8,18.57,0,80,38.12,30.3,445,1,0,2,3,1,0,38.12,512,229,192.168.1.118,10.0.3.127,DDoS
80,6,2017-07-06 04:58:16.325180,1,18,41,1672,25646,92.86,16.64,625.51,116.61,27317351810.53,59000000.0,0.02,0.01,93,666,463.01,273.59,1,10,2,6,0,1,2,463.01,-1,26883,192.168.5.104,10.0.2.77,BENIGN
443,6,2017-07-05 13:42:52.108873,1021459,29,19,4415,10317,152.24,64.9,543.0,264.62,14422.34,46.99,21280.41,5123.48,152,583,306.91,197.14,2,16,0,5,0,0,1,306.91,29200,65535,192.168.14.49,10.0.0.10,BENIGN
21,17,2017-07-06 04:05:32.565732,775165,29,18,3333,760,114.92,12.37,42.24,19.9,5279.94,60.63,16492.89,21894.78,42,155,87.08,60.18,0,11,2,4,0,1,1,87.08,29200,26883,192.168.8.203,10.0.1.8,BruteForce
443,6,2017-07-05 13:30:33.436819,2706,392,1,24332,0,62.07,18.72,0.38,0.17,8990435.69,145205.6,6.89,9.25,0,102,61.92,30.92,555,2,0,1,1,0,0,61.92,1024,229,192.168.12.118,10.0.1.215,DDoS
80,6,2017-07-05 13:03:14.407368,246240,122,0,33005,0,270.53,90.45,185.01,32.37,134035.79,495.45,2018.36,559.03,185,311,270.53,58.27,4,61,0,98,3,1,0,270.53,1024,65535,192.168.8.97,10.0.2.231,DoS
443,6,2017-07-05 16:15:10.377474,5895414,4,5,0,3185,0.0,0.0,636.96,196.01,540.22,1.53,655046.01,937643.01,0,677,353.87,320.86,1,13,1,6,1,0,1,353.87,512,229,192.168.1.96,10.0.3.58,BENIGN
53,6,2017-07-05 16:45:00.302556,2113163,17,28,3753,0,220.79,93.82,0.0,0.0,1776.19,21.3,46959.2,28245.75,0,261,83.41,124.75,1,23,0,6,1,0,2,83.41,1024,26883,192.168.4.38,10.0.0.104,BENIGN
135,17,2017-07-06 07:46:40.115418,593,3,1,0,0,0.0,0.0,0.0,0.0,0.0,6736.48,148.45,61.94,0,40,0.0,3.3,2,0,0,1,1,0,0,0.0,65535,235,192.168.1.114,10.0.0.66,PortScan
3306,17,2017-07-05 18:15:47.432831,1,4,36,0,38543,0.0,0.0,1070.64,287.2,38543105052.02,40000000.0,0.02,0.03,0,1111,963.58,552.06,2,26,1,9,0,1,9,963.58,1024,235,192.168.16.69,10.0.3.34,BENIGN
80,6,2017-07-05 20:34:15.774931,2267376,6,0,0,0,0.0,0.0,0.0,0.0,0.0,2.65,377896.06,289479.63,0,40,0.0,23.1,0,2,1,8,0,0,0,0.0,65535,235,192.168.3.214,10.0.1.105,WebAttack
22,6,2017-07-05 09:45:44.993297,7861993,21,25,3079,13044,146.63,16.48,521.74,73.67,2050.72,5.85,170912.9,229289.33,147,562,350.49,190.49,0,14,0,9,0,1,1,350.49,1024,65535,192.168.7.91,10.0.2.140,BENIGN
80,6,2017-07-06 04:59:53.455437,592714,1,2,808,366,807.83,132.39,183.18,60.46,1981.04,5.06,197571.44,76547.26,183,848,391.4,335.24,2,9,0,3,0,0,2,391.4,8192,229,192.168.16.201,10.0.1.209,WebAttack
80,17,2017-07-06 02:40:07.718283,3575586,22,29,3833,26660,174.23,63.39,919.32,331.73,8528.19,14.26,70109.54,101252.3,174,959,597.91,379.46,0,18,1,10,1,1,1,597.91,1024,65535,192.168.15.112,10.0.0.125,BENIGN
22,6,2017-07-06 02:06:44.103901,3905982,1,26,348,10327,347.62,110.11,397.19,165.7,2732.89,6.91,144666.03,135153.76,348,437,395.36,39.76,1,5,2,3,0,1,26,395.36,65535,-1,192.168.9.188,10.0.0.170,BENIGN
22,6,2017-07-05 09:09:42.944123,186463,15,5,812,413,54.1,7.3,82.57,10.27,6566.37,107.26,9323.16,11605.83,54,123,61.22,32.35,2,14,1,2,1,0,0,61.22,8192,229,192.168.9.251,10.0.0.44,BruteForce
443,6,2017-07-06 05:22:28.284686,1,11,19,0,11747,0.0,0.0,618.28,116.34,11747380772.6,30000000.0,0.03,0.02,0,658,391.58,318.8,1,11,1,2,0,1,2,391.58,512,65535,192.168.5.193,10.0.2.38,BENIGN
443,6,2017-07-05 09:14:24.909259,6700553,14,7,4802,2053,343.03,67.97,293.33,38.81,1023.16,3.13,319073.99,166345.66,293,383,326.46,36.24,0,2,1,4,0,0,0,326.46,65535,229,192.168.1.111,10.0.4.54,BENIGN
443,17,2017-07-05 14:56:44.020598,4887,492,0,27281,0,55.45,15.8,0.0,0.0,5581773.3,100662.98,9.93,,0,95,55.45,37.23,257,6,1,0,1,1,0,55.45,1024,65535,192.168.6.182,10.0.1.192,DDoS
22,17,2017-07-06 06:39:35.551375,3951857,4,14,1292,12542,322.91,155.06,895.88,294.75,3500.6,4.55,219547.62,292151.49,323,936,768.55,286.62,1,24,4,0,1,1,4,768.55,29200,65535,192.168.10.246,10.0.0.213,BENIGN
443,6,2017-07-06 03:13:17.839857,1,19,20,1593,23792,83.84,19.22,1189.58,141.88,25384541606.59,39000000.0,0.03,0.01,84,1230,650.89,554.18,2,2,1,4,2,1,1,650.89,8192,229,192.168.5.203,10.0.4.171,BENIGN
8080,6,2017-07-06 00:00:55.542495,1055613,26,5,4463,44,171.66,60.44,8.86,4.04,4270.03,29.37,34052.05,20403.41,9,212,145.4,92.18,0,86,1,52,2,0,0,145.4,-1,-1,192.168.3.138,10.0.3.62,DoS
443,6,2017-07-05 13:16:28.385618,3450107,21,25,4939,17717,235.17,29.46,708.69,218.42,6566.72,13.33,75002.33,77144.98,235,749,492.52,242.93,0,14,2,3,0,1,1,492.52,29200,65535,192.168.18.147,10.0.0.193,BENIGN
22,6,2017-07-05 18:31:52.418787,4537515,33,0,9769,0,296.02,38.55,840.98,302.29,2152.85,7.27,137500.46,141662.32,296,881,296.02,277.93,0,9,0,5,0,0,0,296.02,29200,65535,192.168.5.36,10.0.0.117,BENIGN
53,6,2017-07-05 19:21:44.842237,3453763,15,19,2326,0,155.08,35.35,0.0,0.0,673.55,9.84,101581.27,149083.4,0,195,68.42,89.37,2,20,1,5,1,1,1,68.42,29200,-1,192.168.5.197,10.0.2.9,BENIGN
25,6,2017-07-06 07:09:42.257973,8641059,18,26,0,10836,0.0,0.0,416.78,200.3,1254.05,5.09,196387.72,95726.67,0,457,246.28,213.51,1,18,0,1,0,0,1,246.28,65535,65535,192.168.9.81,10.0.3.89,BENIGN
53,6,2017-07-06 06:34:18.284079,1875894,31,10,2139,9225,69.0,26.68,922.55,115.86,6058.18,21.86,45753.52,14498.02,69,963,277.18,437.72,0,13,2,4,0,1,0,277.18,-1,-1,192.168.13.151,10.0.2.243,BENIGN
